epoch,acc,loss,val_acc,val_loss
0,0.525,0.71927661,0.578125,0.671812572
1,0.575,0.696986368,0.628125,0.64825418
2,0.5890625,0.69046497,0.596875,0.652029428
3,0.5984375,0.680570227,0.6640625,0.63085288
4,0.590625,0.664736375,0.63671875,0.643034968
5,0.6296875,0.657842666,0.653125,0.625107476
6,0.6421875,0.632997674,0.6640625,0.646709654
7,0.60625,0.64837265,0.69375,0.603086111
8,0.64375,0.638150793,0.66875,0.612817085
9,0.678125,0.606259598,0.70859375,0.591666394
10,0.6859375,0.583221304,0.6796875,0.628570759
11,0.675,0.594083704,0.6640625,0.682368398
12,0.6640625,0.597091824,0.6890625,0.62663063
13,0.7140625,0.56387431,0.696875,0.631840079
14,0.6875,0.576694556,0.71484375,0.615850612
15,0.696875,0.593348917,0.7046875,0.605473883
16,0.721875,0.549861351,0.75,0.582129698
17,0.725,0.545676322,0.71328125,0.630483744
18,0.7265625,0.523262815,0.759375,0.590930046
19,0.7359375,0.526461604,0.73203125,0.625359531
20,0.7328125,0.530683111,0.75390625,0.589295691
21,0.759375,0.502718283,0.7828125,0.655196677
22,0.73125,0.526015098,0.72421875,0.624644088
23,0.7453125,0.514325267,0.72890625,0.605554466
24,0.7671875,0.511111277,0.74375,0.588991492
25,0.728125,0.523588176,0.7609375,0.578349288
26,0.7796875,0.46907642,0.7859375,0.659157619
27,0.78125,0.453185408,0.75390625,0.752847618
28,0.759375,0.489651874,0.80390625,0.577845023
29,0.7859375,0.445137082,0.79296875,0.6019453
30,0.7828125,0.473552142,0.77578125,0.600011636
31,0.8,0.441447182,0.7921875,0.608124471
32,0.809375,0.426993538,0.80390625,0.583074117
33,0.81875,0.4076473,0.77890625,0.657531364
34,0.8171875,0.410292366,0.8203125,0.576081818
35,0.85,0.384984544,0.77734375,0.795793004
36,0.796875,0.41009713,0.76875,0.872241064
37,0.83125,0.369129797,0.8046875,0.677950555
38,0.8453125,0.351659869,0.8265625,0.736163844
39,0.8421875,0.366802558,0.8015625,0.648115138
40,0.8375,0.371418358,0.821875,0.663637353
41,0.8734375,0.332618802,0.840625,0.68799036
42,0.8390625,0.354929794,0.821875,0.817095263
43,0.840625,0.353842997,0.84609375,0.616703862
44,0.8609375,0.316198134,0.8125,0.762520928
45,0.8546875,0.346860644,0.8296875,0.697456966
46,0.878125,0.296487347,0.778125,0.892555039
47,0.8859375,0.296101341,0.81484375,0.790523861
48,0.8859375,0.277168075,0.81640625,0.914638526
49,0.871875,0.282940377,0.76015625,1.071374163
50,0.871875,0.300956562,0.81328125,0.785443896
51,0.8859375,0.266254523,0.8234375,0.767217046
52,0.9,0.251580512,0.81640625,0.767657262
53,0.88125,0.272559345,0.85390625,0.646584748
54,0.89375,0.258459478,0.834375,0.751626499
55,0.9109375,0.231615539,0.8265625,0.749938721
56,0.875,0.277285273,0.84921875,0.67224959
57,0.896875,0.243155337,0.84765625,0.686740246
58,0.90625,0.23568733,0.85078125,0.718636113
59,0.9140625,0.22194425,0.84921875,0.709738854
60,0.915625,0.224334306,0.8078125,0.846273672
61,0.903125,0.234328682,0.85,0.643156544
62,0.9328125,0.174159262,0.85625,0.649535841
63,0.921875,0.198248473,0.8296875,0.882518322
64,0.9171875,0.188593812,0.86171875,0.61098587
65,0.915625,0.189820247,0.84453125,0.813453493
66,0.93125,0.186306805,0.85,0.647871808
67,0.9375,0.172170894,0.7859375,0.99568786
68,0.9296875,0.195260873,0.8125,0.76423112
69,0.940625,0.163832313,0.825,0.814210618
70,0.9421875,0.149683975,0.81796875,0.853505023
71,0.9453125,0.166578583,0.85078125,0.699281624
72,0.9125,0.195939746,0.85,0.729084339
73,0.9234375,0.178023572,0.81171875,0.795140192
74,0.95,0.136621014,0.80859375,0.813996162
75,0.9390625,0.152480182,0.7859375,0.946545054
76,0.953125,0.148219228,0.80859375,0.757747708
77,0.953125,0.12912757,0.76484375,0.940655355
78,0.971875,0.110016659,0.77890625,0.786448471
79,0.9578125,0.103892203,0.80625,0.789356428
80,0.953125,0.113974666,0.7859375,0.831400862
81,0.9640625,0.112558281,0.78203125,0.818771888
82,0.9609375,0.110283161,0.81796875,0.624983078
83,0.9609375,0.109947098,0.81328125,0.698305765
84,0.9640625,0.114727903,0.825,0.658820576
85,0.971875,0.09382127,0.7765625,1.006895127
86,0.9578125,0.106350077,0.78984375,0.947026002
87,0.971875,0.09000862,0.76328125,1.246414172
88,0.9734375,0.075927941,0.77578125,1.081141765
89,0.9765625,0.084546207,0.78515625,1.030783302
90,0.9703125,0.080301474,0.8,0.914140535
91,0.975,0.074604199,0.76875,1.086539444
92,0.98125,0.058181508,0.78203125,0.871741251
93,0.9859375,0.050607532,0.79296875,0.892374847
94,0.978125,0.061965091,0.834375,0.629480994
95,0.96875,0.079197625,0.7796875,0.988626386
96,0.9765625,0.074733926,0.825,0.756105144
97,0.98125,0.059009267,0.790625,0.921269868
98,0.9828125,0.056652622,0.77421875,1.075372816
99,0.9921875,0.043553904,0.76640625,1.237647885
100,0.9875,0.049400689,0.71796875,1.756052339
101,0.9875,0.0628816,0.76953125,1.321444742
102,0.9890625,0.041353266,0.76328125,1.390800525
103,0.978125,0.064813023,0.715625,1.765309353
104,0.98125,0.058902312,0.784375,1.038174579
105,0.9890625,0.039396991,0.77109375,1.242574132
106,0.984375,0.04807177,0.78046875,1.345076967
107,0.9828125,0.04656095,0.76484375,1.409626129
108,0.984375,0.048538426,0.79140625,1.168384931
109,0.9828125,0.056282987,0.7921875,1.102510033
110,0.9859375,0.039058602,0.73984375,1.563596696
111,0.9859375,0.040722076,0.77109375,1.311361856
112,0.9890625,0.039123938,0.75078125,1.598311014
113,0.984375,0.037093486,0.809375,0.993171862
114,0.9875,0.029141387,0.7578125,1.526619283
115,0.9859375,0.045592261,0.78515625,1.279582347
116,0.9828125,0.048484701,0.81875,1.023270425
117,0.9796875,0.039246041,0.8921875,0.532756216
118,0.98125,0.048495452,0.896875,0.443367773
119,0.9921875,0.028747413,0.8453125,0.6654133
120,0.9921875,0.031727808,0.78125,1.503946908
121,0.99375,0.030443925,0.8609375,0.710908523
122,0.9953125,0.027253414,0.8203125,1.063831655
123,0.99375,0.030427704,0.84140625,0.963914983
124,0.99375,0.026725383,0.84765625,0.672360551
125,0.9890625,0.03157976,0.825,0.854734176
126,0.996875,0.015608831,0.865625,0.758596525
127,0.99375,0.02122396,0.86484375,0.716446348
128,0.9953125,0.018334929,0.828125,1.044892674
129,0.9921875,0.021736178,0.83984375,1.049111253
130,0.990625,0.018261031,0.815625,1.003132756
131,0.990625,0.029330999,0.86171875,0.762177448
132,0.99375,0.024904542,0.8765625,0.79715622
133,0.9828125,0.039663277,0.8703125,0.646376002
134,0.990625,0.027008167,0.88046875,0.669918475
135,0.984375,0.042753645,0.8625,0.915851905
136,0.990625,0.024548149,0.78359375,1.499249829
137,0.990625,0.028941033,0.85390625,0.863520463
138,1,0.010146724,0.80859375,1.322599711
139,0.996875,0.015365889,0.81171875,1.258789864
140,0.996875,0.015814845,0.8578125,0.829159225
141,0.99375,0.015237884,0.84296875,0.986744633
142,0.9953125,0.016793925,0.8296875,1.223403831
143,0.9984375,0.014540218,0.84921875,0.846680757
144,0.9953125,0.016746057,0.78515625,1.546368167
145,0.99375,0.02435442,0.88046875,0.685619951
146,0.9921875,0.022587026,0.87109375,0.763505112
147,1,0.008182955,0.83671875,1.050958994
148,0.9953125,0.019045915,0.85703125,1.016016617
149,0.9921875,0.023963705,0.86640625,1.056412181
150,0.9921875,0.015951361,0.87890625,0.763813328
151,0.996875,0.008463458,0.8359375,1.087488277
152,0.996875,0.013860403,0.825,1.441237834
153,0.9953125,0.010473927,0.8765625,0.840171128
154,0.996875,0.011199415,0.8578125,0.909421729
155,0.9984375,0.011598544,0.84453125,0.961673415
156,0.990625,0.020267239,0.85546875,1.054371607
157,0.9984375,0.01132436,0.84765625,1.13359893
158,0.996875,0.011620664,0.8640625,0.741512833
159,0.996875,0.012655108,0.90859375,0.62886939
160,0.990625,0.021520117,0.8984375,0.713733939
161,0.9875,0.032061803,0.90390625,0.578006722
162,0.9953125,0.012729482,0.8703125,0.851884487
163,0.996875,0.009547355,0.88984375,0.690820476
164,0.996875,0.011889867,0.83046875,1.168519953
165,1,0.008391774,0.8671875,0.873735096
166,1,0.007867156,0.86640625,0.997143557
167,0.996875,0.010749294,0.8828125,0.800425895
168,0.996875,0.016783255,0.87109375,0.94724127
169,0.9953125,0.011874461,0.9265625,0.503292727
170,0.9953125,0.017016498,0.87421875,0.84324868
171,0.996875,0.011283053,0.8796875,0.756459294
172,0.9984375,0.009676694,0.8953125,0.64850235
173,1,0.006010497,0.89296875,0.786430194
174,0.9984375,0.007727396,0.9203125,0.569283346
175,1,0.003862961,0.86328125,1.017128766
176,0.99375,0.012516082,0.89375,0.611783111
177,0.9921875,0.012788934,0.9125,0.551915386
178,0.996875,0.015190357,0.78671875,1.881612068
179,0.9953125,0.011992402,0.89453125,0.784487777
180,0.99375,0.013953363,0.8265625,1.39497868
181,1,0.010559191,0.8828125,0.884343389
182,0.996875,0.009250656,0.8953125,0.739007708
183,0.996875,0.006582331,0.925,0.432870098
184,0.996875,0.006159521,0.88984375,0.829640616
185,0.996875,0.010362884,0.89140625,0.79214957
186,0.996875,0.00733457,0.865625,1.070385545
187,1,0.007073395,0.92890625,0.511414695
188,0.9953125,0.013750357,0.890625,0.880469778
189,0.9953125,0.015804947,0.8515625,1.094707645
190,0.996875,0.005772037,0.8734375,0.888227964
191,0.996875,0.011674727,0.90234375,0.659652772
192,0.996875,0.012827375,0.878125,0.853211977
193,0.996875,0.009958541,0.86171875,1.022709753
194,0.9984375,0.00658621,0.9,0.71474489
195,0.9984375,0.007544897,0.95234375,0.408005776
196,1,0.004886246,0.86875,0.918592262
197,0.9984375,0.007910017,0.81875,1.423162713
198,0.9984375,0.006352483,0.94609375,0.358646621
199,0.996875,0.010318633,0.9046875,0.658150156